Form	Strength	DrugName	ActiveIngredient	
CAPSULE;ORAL	EQ 10MG BASE	FLUOXETINE HYDROCHLORIDE	FLUOXETINE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 20MG BASE	FLUOXETINE HYDROCHLORIDE	FLUOXETINE HYDROCHLORIDE	
CAPSULE;ORAL	1.25MG	RAMIPRIL	RAMIPRIL	
CAPSULE;ORAL	2.5MG	RAMIPRIL	RAMIPRIL	
CAPSULE;ORAL	5MG	RAMIPRIL	RAMIPRIL	
CAPSULE;ORAL	10MG	RAMIPRIL	RAMIPRIL	
TABLET;ORAL	8MG	HYDROMORPHONE HYDROCHLORIDE	HYDROMORPHONE HYDROCHLORIDE	
TABLET;ORAL	2MG	HYDROMORPHONE HYDROCHLORIDE	HYDROMORPHONE HYDROCHLORIDE	
TABLET;ORAL	4MG	HYDROMORPHONE HYDROCHLORIDE	HYDROMORPHONE HYDROCHLORIDE	
SYRUP;ORAL	5MG/5ML	CETIRIZINE HYDROCHLORIDE	CETIRIZINE HYDROCHLORIDE	
INJECTABLE;INJECTION	EQ 2MG BASE/ML	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	3.125MG	CARVEDILOL	CARVEDILOL	
TABLET;ORAL	6.25MG	CARVEDILOL	CARVEDILOL	
TABLET;ORAL	12.5MG	CARVEDILOL	CARVEDILOL	
TABLET;ORAL	25MG	CARVEDILOL	CARVEDILOL	
"TABLET, EXTENDED RELEASE;ORAL"	150MG	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE	
SYRUP;ORAL	EQ 15MG BASE/ML	RANITIDINE HYDROCHLORIDE	RANITIDINE HYDROCHLORIDE	
"LOTION, AUGMENTED;TOPICAL"	EQ 0.05% BASE	BETAMETHASONE DIPROPIONATE	BETAMETHASONE DIPROPIONATE	
TABLET;ORAL	EQ 500MG BASE	VALACYCLOVIR HYDROCHLORIDE	VALACYCLOVIR HYDROCHLORIDE	
TABLET;ORAL	EQ 1GM BASE	VALACYCLOVIR HYDROCHLORIDE	VALACYCLOVIR HYDROCHLORIDE	
INJECTABLE;INJECTION	EQ 50MG PHENYTOIN NA/ML	FOSPHENYTOIN SODIUM	FOSPHENYTOIN SODIUM	
TABLET;ORAL	5MG;6.25MG	BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	
TABLET;ORAL	10MG;12.5MG	BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	
TABLET;ORAL	20MG;12.5MG	BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	
TABLET;ORAL	20MG;25MG	BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	
TABLET;ORAL	1MG	GLIMEPIRIDE	GLIMEPIRIDE	
TABLET;ORAL	2MG	GLIMEPIRIDE	GLIMEPIRIDE	
TABLET;ORAL	4MG	GLIMEPIRIDE	GLIMEPIRIDE	
TABLET;ORAL	125MG	FAMCICLOVIR	FAMCICLOVIR	
TABLET;ORAL	250MG	FAMCICLOVIR	FAMCICLOVIR	
TABLET;ORAL	500MG	FAMCICLOVIR	FAMCICLOVIR	
"CAPSULE, EXTENDED RELEASE;ORAL"	1.25MG;1.25MG;1.25MG;1.25MG	"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE"	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	
"CAPSULE, EXTENDED RELEASE;ORAL"	2.5MG;2.5MG;2.5MG;2.5MG	"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE"	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	
"CAPSULE, EXTENDED RELEASE;ORAL"	3.75MG;3.75MG;3.75MG;3.75MG	"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE"	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	
"CAPSULE, EXTENDED RELEASE;ORAL"	5MG;5MG;5MG;5MG	"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE"	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	
"CAPSULE, EXTENDED RELEASE;ORAL"	6.25MG;6.25MG;6.25MG;6.25MG	"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE"	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	
"CAPSULE, EXTENDED RELEASE;ORAL"	7.5MG;7.5MG;7.5MG;7.5MG	"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE"	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	
TABLET;ORAL	1MG	TRANDOLAPRIL	TRANDOLAPRIL	
TABLET;ORAL	2MG	TRANDOLAPRIL	TRANDOLAPRIL	
TABLET;ORAL	4MG	TRANDOLAPRIL	TRANDOLAPRIL	
TABLET;ORAL	80MG	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM	
TABLET;ORAL	40MG	VALSARTAN	VALSARTAN	
TABLET;ORAL	80MG	VALSARTAN	VALSARTAN	
TABLET;ORAL	160MG	VALSARTAN	VALSARTAN	
TABLET;ORAL	320MG	VALSARTAN	VALSARTAN	
TABLET;ORAL	0.25MG	RISPERIDONE	RISPERIDONE	
TABLET;ORAL	0.5MG	RISPERIDONE	RISPERIDONE	
TABLET;ORAL	1MG	RISPERIDONE	RISPERIDONE	
TABLET;ORAL	2MG	RISPERIDONE	RISPERIDONE	
TABLET;ORAL	3MG	RISPERIDONE	RISPERIDONE	
TABLET;ORAL	4MG	RISPERIDONE	RISPERIDONE	
"TABLET, ORALLY DISINTEGRATING;ORAL"	0.25MG	RISPERIDONE	RISPERIDONE	
"TABLET, ORALLY DISINTEGRATING;ORAL"	0.5MG	RISPERIDONE	RISPERIDONE	
"TABLET, ORALLY DISINTEGRATING;ORAL"	1MG	RISPERIDONE	RISPERIDONE	
"TABLET, ORALLY DISINTEGRATING;ORAL"	2MG	RISPERIDONE	RISPERIDONE	
"TABLET, ORALLY DISINTEGRATING;ORAL"	3MG	RISPERIDONE	RISPERIDONE	
"TABLET, ORALLY DISINTEGRATING;ORAL"	4MG	RISPERIDONE	RISPERIDONE	
"TABLET, ORALLY DISINTEGRATING; ORAL"	1MG	RISPERIDONE	RISPERIDONE	
INJECTABLE;INJECTION	EQ 20MG BASE/10ML (EQ 2MG BASE/ML)	MITOXANTRONE HYDROCHLORIDE	MITOXANTRONE HYDROCHLORIDE	
INJECTABLE;INJECTION	EQ 25MG BASE/12.5ML (EQ 2MG BASE/ML)	MITOXANTRONE HYDROCHLORIDE	MITOXANTRONE HYDROCHLORIDE	
INJECTABLE;INJECTION	EQ 30MG BASE/15ML (EQ 2MG BASE/ML)	MITOXANTRONE HYDROCHLORIDE	MITOXANTRONE HYDROCHLORIDE	
TABLET;ORAL	5MG	CETIRIZINE HYDROCHLORIDE ALLERGY	CETIRIZINE HYDROCHLORIDE	
TABLET;ORAL	10MG	CETIRIZINE HYDROCHLORIDE ALLERGY	CETIRIZINE HYDROCHLORIDE	
TABLET;ORAL	5MG	CETIRIZINE HYDROCHLORIDE HIVES	CETIRIZINE HYDROCHLORIDE	
TABLET;ORAL	10MG	CETIRIZINE HYDROCHLORIDE HIVES	CETIRIZINE HYDROCHLORIDE	
TABLET;ORAL	5MG	CETIRIZINE HYDROCHLORIDE ALLERGY	CETIRIZINE HYDROCHLORIDE	
TABLET;ORAL	10MG	CETIRIZINE HYDROCHLORIDE ALLERGY	CETIRIZINE HYDROCHLORIDE	
TABLET;ORAL	5MG	CETIRIZINE HYDROCHLORIDE HIVES	CETIRIZINE HYDROCHLORIDE	
TABLET;ORAL	10MG	CETIRIZINE HYDROCHLORIDE HIVES	CETIRIZINE HYDROCHLORIDE	
TABLET;ORAL	2MG;125MG	LOPERAMIDE HYDROCHLORIDE AND SIMETHICONE	LOPERAMIDE HYDROCHLORIDE; SIMETHICONE	
TABLET;ORAL-28	"0.03MG,0.04MG,0.03MG;0.05MG,0.075MG,0.125MG"	MYZILRA	ETHINYL ESTRADIOL; LEVONORGESTREL	
CAPSULE;ORAL	5MG	ZALEPLON	ZALEPLON	
CAPSULE;ORAL	10MG	ZALEPLON	ZALEPLON	
TABLET;ORAL	2.5MG;250MG	GLIPIZIDE AND METFORMIN HYDROCHLORIDE	GLIPIZIDE; METFORMIN HYDROCHLORIDE	
TABLET;ORAL	2.5MG;500MG	GLIPIZIDE AND METFORMIN HYDROCHLORIDE	GLIPIZIDE; METFORMIN HYDROCHLORIDE	
TABLET;ORAL	5MG;500MG	GLIPIZIDE AND METFORMIN HYDROCHLORIDE	GLIPIZIDE; METFORMIN HYDROCHLORIDE	
TABLET;ORAL	1GM	COLESTIPOL HYDROCHLORIDE	COLESTIPOL HYDROCHLORIDE	
CREAM;TOPICAL	1%	TERBINAFINE HYDROCHLORIDE	TERBINAFINE HYDROCHLORIDE	
TABLET;ORAL	EQ 5MG BASE	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	
TABLET;ORAL	EQ 10MG BASE	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	
TABLET;ORAL	EQ 20MG BASE	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	
CAPSULE;ORAL	1.25MG	RAMIPRIL	RAMIPRIL	
CAPSULE;ORAL	2.5MG	RAMIPRIL	RAMIPRIL	
CAPSULE;ORAL	5MG	RAMIPRIL	RAMIPRIL	
CAPSULE;ORAL	10MG	RAMIPRIL	RAMIPRIL	
CAPSULE;ORAL	1.25MG	RAMIPRIL	RAMIPRIL	
CAPSULE;ORAL	2.5MG	RAMIPRIL	RAMIPRIL	
CAPSULE;ORAL	5MG	RAMIPRIL	RAMIPRIL	
CAPSULE;ORAL	10MG	RAMIPRIL	RAMIPRIL	
TABLET;ORAL	EQ 25MG BASE	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE	
TABLET;ORAL	EQ 37.5MG BASE	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE	
TABLET;ORAL	EQ 50MG BASE	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE	
TABLET;ORAL	EQ 75MG BASE	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE	
TABLET;ORAL	EQ 100MG BASE	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE	
TABLET;ORAL	EQ 2.5MG BASE	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	
TABLET;ORAL	EQ 5MG BASE	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	
TABLET;ORAL	EQ 10MG BASE	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	
TABLET;ORAL	EQ 4MG BASE	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	EQ 8MG BASE	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	EQ 24MG BASE	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	5MG	DONEPEZIL HYDROCHLORIDE	DONEPEZIL HYDROCHLORIDE	
TABLET;ORAL	10MG	DONEPEZIL HYDROCHLORIDE	DONEPEZIL HYDROCHLORIDE	
SUSPENSION;INHALATION	0.25MG/2ML	BUDESONIDE	BUDESONIDE	
SUSPENSION;INHALATION	0.5MG/2ML	BUDESONIDE	BUDESONIDE	
TABLET;ORAL	10MG	LOVASTATIN	LOVASTATIN	
TABLET;ORAL	20MG	LOVASTATIN	LOVASTATIN	
TABLET;ORAL	40MG	LOVASTATIN	LOVASTATIN	
TABLET;ORAL	200MG	NEVIRAPINE	NEVIRAPINE	
TABLET;ORAL	1MG	TRANDOLAPRIL	TRANDOLAPRIL	
TABLET;ORAL	2MG	TRANDOLAPRIL	TRANDOLAPRIL	
TABLET;ORAL	4MG	TRANDOLAPRIL	TRANDOLAPRIL	
FOR SUSPENSION;ORAL	50MG/5ML	FLUCONAZOLE	FLUCONAZOLE	
FOR SUSPENSION;ORAL	200MG/5ML	FLUCONAZOLE	FLUCONAZOLE	
CREAM;TOPICAL	5%	FLUOROURACIL	FLUOROURACIL	
TABLET;ORAL	600MG	GABAPENTIN	GABAPENTIN	
TABLET;ORAL	800MG	GABAPENTIN	GABAPENTIN	
TABLET;ORAL	EQ 5MG BASE	RIZATRIPTAN BENZOATE	RIZATRIPTAN BENZOATE	
TABLET;ORAL	EQ 10MG BASE	RIZATRIPTAN BENZOATE	RIZATRIPTAN BENZOATE	
TABLET;ORAL-28	3MG;0.03MG	DROSPIRENONE AND ETHINYL ESTRADIOL	DROSPIRENONE; ETHINYL ESTRADIOL	
CAPSULE;ORAL	EQ 25MG BASE;EQ 6MG BASE	OLANZAPINE AND FLUOXETINE HYDROCHLORIDE	FLUOXETINE HYDROCHLORIDE; OLANZAPINE	
CAPSULE;ORAL	EQ 25MG BASE;EQ 12MG BASE	OLANZAPINE AND FLUOXETINE HYDROCHLORIDE	FLUOXETINE HYDROCHLORIDE; OLANZAPINE	
CAPSULE;ORAL	EQ 50MG BASE;EQ 6MG BASE	OLANZAPINE AND FLUOXETINE HYDROCHLORIDE	FLUOXETINE HYDROCHLORIDE; OLANZAPINE	
CAPSULE;ORAL	EQ 50MG BASE;EQ 12MG BASE	OLANZAPINE AND FLUOXETINE HYDROCHLORIDE	FLUOXETINE HYDROCHLORIDE; OLANZAPINE	
TABLET;ORAL	40MG	VALSARTAN	VALSARTAN	
TABLET;ORAL	80MG	VALSARTAN	VALSARTAN	
TABLET;ORAL	160MG	VALSARTAN	VALSARTAN	
TABLET;ORAL	320MG	VALSARTAN	VALSARTAN	
TABLET;ORAL	10MG	FOSINOPRIL SODIUM	FOSINOPRIL SODIUM	
TABLET;ORAL	20MG	FOSINOPRIL SODIUM	FOSINOPRIL SODIUM	
TABLET;ORAL	40MG	FOSINOPRIL SODIUM	FOSINOPRIL SODIUM	
TABLET;ORAL	25MG	ACARBOSE	ACARBOSE	
TABLET;ORAL	50MG	ACARBOSE	ACARBOSE	
TABLET;ORAL	100MG	ACARBOSE	ACARBOSE	
TABLET;ORAL	EQ 250MG BASE	TERBINAFINE HYDROCHLORIDE	TERBINAFINE HYDROCHLORIDE	
TABLET;ORAL	EQ 10MG BASE	CITALOPRAM HYDROBROMIDE	CITALOPRAM HYDROBROMIDE	
TABLET;ORAL	EQ 20MG BASE	CITALOPRAM HYDROBROMIDE	CITALOPRAM HYDROBROMIDE	
TABLET;ORAL	EQ 40MG BASE	CITALOPRAM HYDROBROMIDE	CITALOPRAM HYDROBROMIDE	
TABLET;ORAL	EQ 4MG BASE	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	EQ 8MG BASE	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	EQ 24MG BASE	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	7.5MG	MOEXIPRIL HYDROCHLORIDE	MOEXIPRIL HYDROCHLORIDE	
TABLET;ORAL	15MG	MOEXIPRIL HYDROCHLORIDE	MOEXIPRIL HYDROCHLORIDE	
TABLET;ORAL	1.25MG	GLYBURIDE	GLYBURIDE	
TABLET;ORAL	2.5MG	GLYBURIDE	GLYBURIDE	
TABLET;ORAL	5MG	GLYBURIDE	GLYBURIDE	
"SPRAY, METERED;NASAL"	0.05MG/SPRAY	FLUTICASONE PROPIONATE	FLUTICASONE PROPIONATE	
TABLET;ORAL	5MG	ZOLPIDEM TARTRATE	ZOLPIDEM TARTRATE	
TABLET;ORAL	10MG	ZOLPIDEM TARTRATE	ZOLPIDEM TARTRATE	
INJECTABLE;INJECTION	EQ 2MG BASE/ML	ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE	ONDANSETRON HYDROCHLORIDE	
"TABLET, ORALLY DISINTEGRATING;ORAL"	0.5MG	RISPERIDONE	RISPERIDONE	
"TABLET, ORALLY DISINTEGRATING;ORAL"	1MG	RISPERIDONE	RISPERIDONE	
"TABLET, ORALLY DISINTEGRATING;ORAL"	2MG	RISPERIDONE	RISPERIDONE	
TABLET;ORAL	0.25MG	RISPERIDONE	RISPERIDONE	
TABLET;ORAL	0.5MG	RISPERIDONE	RISPERIDONE	
TABLET;ORAL	1MG	RISPERIDONE	RISPERIDONE	
TABLET;ORAL	2MG	RISPERIDONE	RISPERIDONE	
TABLET;ORAL	3MG	RISPERIDONE	RISPERIDONE	
TABLET;ORAL	4MG	RISPERIDONE	RISPERIDONE	
INJECTABLE;INJECTION	EQ 2MG BASE/ML	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	EQ 4MG BASE	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	EQ 8MG BASE	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	EQ 24MG BASE	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
GEL;TOPICAL	0.75%	METRONIDAZOLE	METRONIDAZOLE	
INJECTABLE;INJECTION	EQ 2MG BASE/ML	ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE	ONDANSETRON HYDROCHLORIDE	
CREAM;TOPICAL	0.75%	METRONIDAZOLE	METRONIDAZOLE	
TABLET;ORAL	EQ 5MG BASE	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	
TABLET;ORAL	EQ 10MG BASE	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	
TABLET;ORAL	EQ 20MG BASE	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	
INJECTABLE;INJECTION	EQ 2MG BASE/ML	ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE	ONDANSETRON HYDROCHLORIDE	
GEL;TOPICAL	0.05%	DESOXIMETASONE	DESOXIMETASONE	
SUPPOSITORY;VAGINAL	80MG	TERCONAZOLE	TERCONAZOLE	
TABLET;ORAL	2MG	TIAGABINE HYDROCHLORIDE	TIAGABINE HYDROCHLORIDE	
TABLET;ORAL	4MG	TIAGABINE HYDROCHLORIDE	TIAGABINE HYDROCHLORIDE	
"TABLET, ORALLY DISINTEGRATING;ORAL"	4MG	ONDANSETRON	ONDANSETRON	
"TABLET, ORALLY DISINTEGRATING;ORAL"	8MG	ONDANSETRON	ONDANSETRON	
TABLET;ORAL	150MG;300MG	LAMIVUDINE AND ZIDOVUDINE	LAMIVUDINE; ZIDOVUDINE	
SOLUTION;INHALATION	EQ 0.083% BASE;0.017%	ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE	ALBUTEROL SULFATE; IPRATROPIUM BROMIDE	
CAPSULE;ORAL	EQ 20MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 40MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 60MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 80MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 20MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 40MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 60MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 80MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 20MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 40MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 60MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 80MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
TABLET;ORAL	5MG	CYCLOBENZAPRINE HYDROCHLORIDE	CYCLOBENZAPRINE HYDROCHLORIDE	
TABLET;ORAL	10MG	CYCLOBENZAPRINE HYDROCHLORIDE	CYCLOBENZAPRINE HYDROCHLORIDE	
TABLET;ORAL	7.5MG	CYCLOBENZAPRINE HYDROCHLORIDE	CYCLOBENZAPRINE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 20MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 40MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 60MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 80MG BASE	ZIPRASIDONE HYDROCHLORIDE	ZIPRASIDONE HYDROCHLORIDE	
"TABLET, EXTENDED RELEASE;ORAL"	EQ 250MG VALPROIC ACID	DIVALPROEX SODIUM	DIVALPROEX SODIUM	
"TABLET, EXTENDED RELEASE;ORAL"	EQ 500MG VALPROIC ACID	DIVALPROEX SODIUM	DIVALPROEX SODIUM	
SOLUTION/DROPS;OPHTHALMIC	EQ 0.3% BASE	CIPROFLOXACIN HYDROCHLORIDE	CIPROFLOXACIN HYDROCHLORIDE	
SOLUTION;INHALATION	EQ 0.083% BASE	ALBUTEROL SULFATE	ALBUTEROL SULFATE	
"SPRAY, METERED;NASAL"	0.05MG/SPRAY	FLUTICASONE PROPIONATE	FLUTICASONE PROPIONATE	
TABLET; ORAL	0.5MG	REPAGLINIDE	REPAGLINIDE	
TABLET;ORAL	1MG	REPAGLINIDE	REPAGLINIDE	
TABLET;ORAL	2MG	REPAGLINIDE	REPAGLINIDE	
INJECTABLE;INJECTION	6MG/ML	PACLITAXEL	PACLITAXEL	
TABLET;ORAL	EQ 10MG BASE	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM	
TABLET;ORAL	EQ 20MG BASE	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM	
TABLET;ORAL	EQ 40MG BASE	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM	
TABLET;ORAL	EQ 80MG BASE	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM	
INJECTABLE;INJECTION	EQ 2MG BASE/ML	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	5MG	FINASTERIDE	FINASTERIDE	
SOLUTION;TOPICAL	0.01%	CALCIPOTRIENE	CALCIPOTRIENE	
TABLET; ORAL	5MG	HALOPERIDOL	HALOPERIDOL	
TABLET;ORAL	5MG	HALOPERIDOL	HALOPERIDOL	
TABLET;ORAL	10MG	HALOPERIDOL	HALOPERIDOL	
TABLET;ORAL	20MG	HALOPERIDOL	HALOPERIDOL	
INJECTABLE;INJECTION	EQ 2MG BASE/ML	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
TABLET;ORAL	EQ 10MG BASE	PAROXETINE HYDROCHLORIDE	PAROXETINE HYDROCHLORIDE	
TABLET;ORAL	EQ 20MG BASE	PAROXETINE HYDROCHLORIDE	PAROXETINE HYDROCHLORIDE	
TABLET;ORAL	EQ 30MG BASE	PAROXETINE HYDROCHLORIDE	PAROXETINE HYDROCHLORIDE	
TABLET;ORAL	EQ 40MG BASE	PAROXETINE HYDROCHLORIDE	PAROXETINE HYDROCHLORIDE	
TABLET;ORAL	EQ 4MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 8MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 12MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 4MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 8MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 12MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET; ORAL	4MG	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET; ORAL	8MG	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET; ORAL	12MG	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 4MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 8MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 12MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 4MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 8MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 12MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET; ORAL	4MG	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET; ORAL	8MG	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET; ORAL	12MG	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 4MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 8MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 12MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
SOLUTION/DROPS;OPHTHALMIC	0.10%	DICLOFENAC SODIUM	DICLOFENAC SODIUM	
SOLUTION;ORAL	EQ 10MG BASE/5ML	CITALOPRAM HYDROBROMIDE	CITALOPRAM HYDROBROMIDE	
SYRUP;ORAL	EQ 15MG BASE/ML	RANITIDINE HYDROCHLORIDE	RANITIDINE HYDROCHLORIDE	
